Nombre_Empleado,Apellido_Empleado,Nombre_Completo,ID_Empleado,Año,Proyecto,Calidad,Satisfacción,Productividad,Trabajo en equipo,Reclamaciones
LUCCA,CRUZ,LUCCA CRUZ,1457,2022,CloudConnect,24.20,0.76,0.6,0.92,44 Reclamaciones
MEMPHIS,EDWARDS,MEMPHIS EDWARDS,1458,2022,SmartNet,9.87,0.79,0.5,0.94,40 Reclamaciones
FORD,COLLINS,FORD COLLINS,1459,2022,CyberSafe,9.52,0.94,0.54,0.73,2 Reclamaciones
BAYLOR,REYES,BAYLOR REYES,1460,2022,InnovaTech,21.49,0.88,0.59,0.67,50 Reclamaciones
KYSON,STEWART,KYSON STEWART,1461,2022,InnovaTech,12.90,0.9,0.38,0.87,24 Reclamaciones
URIEL,MORRIS,URIEL MORRIS,1462,2022,CyberSafe,14.32,0.98,0.47,0.79,64 Reclamaciones
ALLEN,MORALES,ALLEN MORALES,1463,2022,CyberSafe,22.10,0.84,0.26,0.85,19 Reclamaciones
COLLIN,MURPHY,COLLIN MURPHY,1464,2022,JustVDB,14.93,0.92,0.9,0.92,54 Reclamaciones
RUBEN,COOK,RUBEN COOK,1465,2022,Vatro,23.11,0.8,0.46,0.75,44 Reclamaciones
ARCHIE,ROGERS,ARCHIE ROGERS,1466,2022,SmartNet,28.94,0.89,0.7,0.72,32 Reclamaciones
DALTON,GUTIERREZ,DALTON GUTIERREZ,1467,2022,InnovaTech,24.34,0.92,0.29,0.67,59 Reclamaciones
ESTEBAN,ORTIZ,ESTEBAN ORTIZ,1468,2022,Vatro,27.29,0.74,0.55,0.76,6 Reclamaciones
ADAN,MORGAN,ADAN MORGAN,1469,2022,Vatro,8.78,0.84,0.32,0.85,33 Reclamaciones
FORREST,COOPER,FORREST COOPER,1470,2022,SmartNet,25.11,0.8,0.31,0.95,71 Reclamaciones
ALONZO,PETERSON,ALONZO PETERSON,1471,2022,Vatro,21.46,0.92,0.72,1,14 Reclamaciones
ISAIAS,BAILEY,ISAIAS BAILEY,1472,2022,CloudConnect,24.64,0.96,0.64,0.8,87 Reclamaciones
LELAND,REED,LELAND REED,1473,2022,InnovaTech,28.28,0.8,0.6,0.91,84 Reclamaciones
JASE,KELLY,JASE KELLY,1474,2022,InnovaTech,14.65,0.99,0.58,0.92,22 Reclamaciones
DAX,HOWARD,DAX HOWARD,1475,2022,JustVDB,28.56,0.94,0.37,0.92,5 Reclamaciones
KASEN,RAMOS,KASEN RAMOS,1476,2022,JustVDB,11.63,0.74,0.62,0.89,80 Reclamaciones
GAGE,KIM,GAGE KIM,1477,2022,SmartNet,24.84,0.82,0.35,0.84,23 Reclamaciones
KAMDEN,COX,KAMDEN COX,1478,2022,JustVDB,21.19,0.77,0.45,0.66,30 Reclamaciones
MARCOS,WARD,MARCOS WARD,1479,2022,AIBoost,21.88,0.9,0.68,1,18 Reclamaciones
JAMISON,RICHARDSON,JAMISON RICHARDSON,1480,2022,AIBoost,28.05,0.78,0.24,0.71,51 Reclamaciones
FRANCIS,WATSON,FRANCIS WATSON,1481,2022,AIBoost,26.51,0.84,0.26,0.84,58 Reclamaciones
HANK,BROOKS,HANK BROOKS,1482,2022,Vatro,22.61,0.99,0.48,0.79,25 Reclamaciones
ALEXIS,CHAVEZ,ALEXIS CHAVEZ,1483,2022,CyberSafe,7.81,0.73,0.34,0.93,66 Reclamaciones
TRIPP,WOOD,TRIPP WOOD,1484,2022,SmartNet,22.49,0.8,0.68,0.81,48 Reclamaciones
FREDERICK,JAMES,FREDERICK JAMES,1485,2022,JustVDB,26.84,0.97,0.62,0.85,89 Reclamaciones
JONAS,BENNET,JONAS BENNET,1486,2022,JustVDB,23.67,0.74,0.44,0.99,5 Reclamaciones
STETSON,GRAY,STETSON GRAY,1487,2022,CyberSafe,22.25,0.97,0.77,0.97,81 Reclamaciones
CASSIUS,MENDOZA,CASSIUS MENDOZA,1488,2022,InnovaTech,22.79,0.87,0.52,0.73,67 Reclamaciones
IZAIAH,RUIZ,IZAIAH RUIZ,1489,2022,CloudConnect,20.07,0.76,0.79,0.83,68 Reclamaciones
EDEN,HUGHES,EDEN HUGHES,1490,2022,AIBoost,25.25,0.89,0.21,0.76,84 Reclamaciones
MAXIMILIAN,PRICE,MAXIMILIAN PRICE,1491,2022,SmartNet,19.80,0.8,0.84,0.77,24 Reclamaciones
ROCCO,ALVAREZ,ROCCO ALVAREZ,1492,2022,AIBoost,23.04,0.99,0.86,0.65,1 Reclamaciones
TATUM,CASTILLO,TATUM CASTILLO,1493,2022,AIBoost,26.67,0.95,0.62,0.98,44 Reclamaciones
KEEGAN,SANDERS,KEEGAN SANDERS,1494,2022,CyberSafe,23.34,0.79,0.6,0.71,73 Reclamaciones
AZIEL,PATEL,AZIEL PATEL,1495,2022,SmartNet,27.79,0.93,0.79,0.65,74 Reclamaciones
MOSES,MYERS,MOSES MYERS,1496,2022,CloudConnect,25.79,1,0.25,0.82,74 Reclamaciones
BRUCE,LONG,BRUCE LONG,1497,2022,AIBoost,10.25,0.74,0.51,0.97,46 Reclamaciones
LEWIS,ROSS,LEWIS ROSS,1498,2022,CyberSafe,27.55,0.89,0.73,0.75,53 Reclamaciones
BRAYLEN,FOSTER,BRAYLEN FOSTER,1499,2022,InnovaTech,13.80,0.85,0.33,0.83,61 Reclamaciones
OMARI,JIMENEZ,OMARI JIMENEZ,1500,2022,JustVDB,23.25,0.95,0.87,0.83,73 Reclamaciones
MACK,SMITH,MACK SMITH,1501,2022,SmartNet,13.62,0.98,0.2,0.9,6 Reclamaciones
AUGUSTUS,JOHNSON,AUGUSTUS JOHNSON,1502,2022,AIBoost,23.04,1,0.79,0.9,0 Reclamaciones
ENRIQUE,WILLIAMS,ENRIQUE WILLIAMS,1503,2022,JustVDB,12.86,0.96,0.54,0.67,9 Reclamaciones
ARMANDO,BROWN,ARMANDO BROWN,1504,2022,JustVDB,7.78,0.93,0.46,0.95,83 Reclamaciones
PIERCE,JONES,PIERCE JONES,1505,2022,CloudConnect,28.57,0.79,0.66,0.92,50 Reclamaciones
MOISES,GARCIA,MOISES GARCIA,1506,2022,AIBoost,8.06,0.74,0.75,0.75,65 Reclamaciones
ASA,MILLER,ASA MILLER,1507,2022,InnovaTech,22.30,1,0.47,0.99,87 Reclamaciones
SHANE,DAVIS,SHANE DAVIS,1508,2022,AIBoost,12.59,0.76,0.86,0.87,79 Reclamaciones
EMMITT,RODRIGUEZ,EMMITT RODRIGUEZ,1509,2022,CyberSafe,11.10,0.93,0.59,0.72,99 Reclamaciones
SOREN,MARTINEZ,SOREN MARTINEZ,1510,2022,CloudConnect,23.86,0.93,0.32,0.98,35 Reclamaciones
DORIAN,HERNANDEZ,DORIAN HERNANDEZ,1511,2022,Vatro,23.48,0.92,0.77,0.92,14 Reclamaciones
KEANU,LOPEZ,KEANU LOPEZ,1512,2022,JustVDB,22.41,0.82,0.57,0.76,10 Reclamaciones
ZAIDEN,GONZALES,ZAIDEN GONZALES,1513,2022,JustVDB,21.35,0.96,0.26,0.72,53 Reclamaciones
RAPHAEL,WILSON,RAPHAEL WILSON,1514,2022,AIBoost,23.17,0.84,0.66,0.91,55 Reclamaciones
DEACON,ANDERSON,DEACON ANDERSON,1515,2022,JustVDB,23.59,0.92,0.7,0.77,34 Reclamaciones
ABDIEL,THOMAS,ABDIEL THOMAS,1516,2022,JustVDB,14.86,1,0.69,0.83,22 Reclamaciones
KIERAN,TAYLOR,KIERAN TAYLOR,1517,2022,Vatro,12.44,0.94,0.67,0.68,94 Reclamaciones
PHILLIP,MOORE,PHILLIP MOORE,1518,2022,CyberSafe,12.92,0.99,0.74,0.8,21 Reclamaciones
RYLAND,JACKSON,RYLAND JACKSON,1519,2022,Vatro,14.33,0.83,0.41,0.77,85 Reclamaciones
ZACHARIAH,MARTIN,ZACHARIAH MARTIN,1520,2022,CyberSafe,21.69,1,0.73,0.74,12 Reclamaciones
CASEY,LEE,CASEY LEE,1521,2022,Vatro,24.54,0.77,0.64,0.93,7 Reclamaciones
ZAIRE,PEREZ,ZAIRE PEREZ,1522,2022,CloudConnect,24.07,0.74,0.45,0.72,97 Reclamaciones
ALBERT,THOMPSON,ALBERT THOMPSON,1523,2022,JustVDB,11.22,0.95,0.72,1,60 Reclamaciones
BAKER,WHITE,BAKER WHITE,1524,2022,CyberSafe,8.96,0.77,0.27,0.89,77 Reclamaciones
COREY,HARRIS,COREY HARRIS,1525,2022,AIBoost,15.22,0.86,0.45,0.99,83 Reclamaciones
KYLAN,SANCHEZ,KYLAN SANCHEZ,1526,2022,JustVDB,24.64,0.98,0.78,0.79,16 Reclamaciones
DENVER,CLARK,DENVER CLARK,1527,2022,AIBoost,21.00,0.84,0.52,0.88,48 Reclamaciones
GUNNAR,RAMIREZ,GUNNAR RAMIREZ,1528,2022,SmartNet,20.63,0.99,0.89,0.84,65 Reclamaciones
JAYSON,LEWIS,JAYSON LEWIS,1529,2022,CyberSafe,22.38,0.99,0.25,0.88,96 Reclamaciones
DREW,ROBINSON,DREW ROBINSON,1530,2022,CyberSafe,23.08,0.73,0.77,0.95,41 Reclamaciones
CALLEN,WALKER,CALLEN WALKER,1531,2022,SmartNet,14.08,0.94,0.85,0.66,32 Reclamaciones
JASIAH,YOUNG,JASIAH YOUNG,1532,2022,CyberSafe,20.75,0.74,0.27,0.66,7 Reclamaciones
DRAKE,ALLEN,DRAKE ALLEN,1533,2022,CyberSafe,23.54,0.88,0.69,0.82,89 Reclamaciones
KANNON,KING,KANNON KING,1534,2022,CyberSafe,14.08,1,0.42,0.91,4 Reclamaciones
BRAYLON,WRIGHT,BRAYLON WRIGHT,1535,2022,AIBoost,23.57,0.92,0.25,0.92,68 Reclamaciones
SONNY,SCOTT,SONNY SCOTT,1536,2022,SmartNet,21.02,0.81,0.53,0.86,82 Reclamaciones
BO,TORRES,BO TORRES,1537,2022,InnovaTech,22.46,0.9,0.75,0.86,45 Reclamaciones
MOSHE,NGUYEN,MOSHE NGUYEN,1538,2022,CloudConnect,23.32,0.92,0.53,0.81,5 Reclamaciones
HUXLEY,HILL,HUXLEY HILL,1539,2022,SmartNet,10.65,0.75,0.79,0.96,21 Reclamaciones
QUENTIN,FLORES,QUENTIN FLORES,1540,2022,JustVDB,13.63,0.92,0.68,0.67,25 Reclamaciones
ROWEN,GREEN,ROWEN GREEN,1541,2022,AIBoost,10.21,0.77,0.29,0.65,76 Reclamaciones
SANTANA,ADAMS,SANTANA ADAMS,1542,2022,JustVDB,20.40,0.95,0.88,0.73,61 Reclamaciones
CANNON,NELSON,CANNON NELSON,1543,2022,CloudConnect,22.84,0.91,0.42,0.95,17 Reclamaciones
KENZO,BAKER,KENZO BAKER,1544,2022,JustVDB,12.52,0.94,0.71,0.93,50 Reclamaciones
WELLS,HALL,WELLS HALL,1545,2022,CloudConnect,19.55,0.87,0.22,0.72,24 Reclamaciones
JULIO,RIVERA,JULIO RIVERA,1546,2022,InnovaTech,24.42,0.87,0.86,0.85,40 Reclamaciones
NIKOLAI,CAMPBELL,NIKOLAI CAMPBELL,1547,2022,SmartNet,23.12,0.93,0.26,0.87,42 Reclamaciones
CONRAD,MITCHELL,CONRAD MITCHELL,1548,2022,CyberSafe,14.14,0.76,0.48,0.66,42 Reclamaciones
JALEN,CARTER,JALEN CARTER,1549,2022,CloudConnect,26.34,0.84,0.65,0.7,91 Reclamaciones
MAKAI,ROBERTS,MAKAI ROBERTS,1550,2022,JustVDB,8.31,0.96,0.9,0.99,89 Reclamaciones
BENSON,GOMEZ,BENSON GOMEZ,1551,2022,AIBoost,29.11,0.9,0.63,0.82,80 Reclamaciones
DERRICK,PHILLIPS,DERRICK PHILLIPS,1552,2022,JustVDB,7.94,0.89,0.65,0.8,10 Reclamaciones
GERARDO,EVANS,GERARDO EVANS,1553,2022,JustVDB,26.86,0.97,0.86,0.87,98 Reclamaciones
DAVIS,TURNER,DAVIS TURNER,1554,2022,SmartNet,21.24,0.74,0.26,0.71,27 Reclamaciones
ABRAM,DIAZ,ABRAM DIAZ,1555,2022,SmartNet,12.49,0.74,0.34,0.72,86 Reclamaciones
MOHAMED,PARKER,MOHAMED PARKER,1556,2022,JustVDB,14.39,0.78,0.41,0.72,75 Reclamaciones
RONALD,CRUZ,RONALD CRUZ,1557,2022,InnovaTech,28.17,0.8,0.23,0.83,13 Reclamaciones
RAUL,EDWARDS,RAUL EDWARDS,1558,2022,CyberSafe,22.07,0.91,0.28,0.73,96 Reclamaciones
ARJUN,COLLINS,ARJUN COLLINS,1559,2022,SmartNet,19.21,0.89,0.58,0.98,84 Reclamaciones
DEXTER,REYES,DEXTER REYES,1560,2022,CloudConnect,22.41,1,0.41,0.67,42 Reclamaciones
KAYSEN,STEWART,KAYSEN STEWART,1561,2022,JustVDB,25.35,0.81,0.41,0.81,28 Reclamaciones
JAIME,MORRIS,JAIME MORRIS,1562,2022,InnovaTech,22.32,0.83,0.61,0.93,82 Reclamaciones
SCOTT,MORALES,SCOTT MORALES,1563,2022,CyberSafe,10.52,0.93,0.26,0.8,59 Reclamaciones
LAWRENCE,MURPHY,LAWRENCE MURPHY,1564,2022,CyberSafe,24.60,0.74,0.31,0.68,1 Reclamaciones
ARIEL,COOK,ARIEL COOK,1565,2022,InnovaTech,27.57,0.85,0.67,0.73,72 Reclamaciones
SKYLER,ROGERS,SKYLER ROGERS,1566,2022,Vatro,27.28,0.79,0.54,0.93,1 Reclamaciones
DANNY,GUTIERREZ,DANNY GUTIERREZ,1567,2022,CyberSafe,26.59,0.94,0.42,0.65,40 Reclamaciones
ROLAND,ORTIZ,ROLAND ORTIZ,1568,2022,InnovaTech,13.07,0.92,0.52,0.81,66 Reclamaciones
CHANDLER,MORGAN,CHANDLER MORGAN,1569,2022,Vatro,12.40,0.99,0.87,0.72,23 Reclamaciones
YUSUF,COOPER,YUSUF COOPER,1570,2022,CyberSafe,27.36,0.87,0.36,0.82,40 Reclamaciones
SAMSON,PETERSON,SAMSON PETERSON,1571,2022,CloudConnect,29.13,0.73,0.39,0.88,99 Reclamaciones
CASE,BAILEY,CASE BAILEY,1572,2022,InnovaTech,27.57,0.77,0.27,0.86,0 Reclamaciones
ZAIN,REED,ZAIN REED,1573,2022,CloudConnect,23.82,0.97,0.84,0.9,75 Reclamaciones
ROY,KELLY,ROY KELLY,1574,2022,JustVDB,23.48,0.75,0.2,0.78,21 Reclamaciones
RODRIGO,HOWARD,RODRIGO HOWARD,1575,2022,JustVDB,14.70,0.93,0.53,0.75,49 Reclamaciones
SUTTON,RAMOS,SUTTON RAMOS,1576,2022,Vatro,11.92,0.92,0.29,0.67,66 Reclamaciones
BOONE,KIM,BOONE KIM,1577,2022,InnovaTech,10.20,0.96,0.79,0.79,63 Reclamaciones
SAINT,COX,SAINT COX,1578,2022,JustVDB,23.35,0.76,0.44,0.69,61 Reclamaciones
SAUL,WARD,SAUL WARD,1579,2022,AIBoost,23.16,0.73,0.53,0.67,20 Reclamaciones
JAZIEL,RICHARDSON,JAZIEL RICHARDSON,1580,2022,SmartNet,14.39,0.96,0.44,0.81,2 Reclamaciones
HEZEKIAH,WATSON,HEZEKIAH WATSON,1581,2022,InnovaTech,21.55,0.96,0.26,0.82,85 Reclamaciones
ALEC,BROOKS,ALEC BROOKS,1582,2022,JustVDB,20.96,1,0.43,0.72,27 Reclamaciones
ARTURO,CHAVEZ,ARTURO CHAVEZ,1583,2022,Vatro,20.50,0.99,0.29,0.9,82 Reclamaciones
JAMARI,WOOD,JAMARI WOOD,1584,2022,InnovaTech,21.12,0.99,0.26,0.82,95 Reclamaciones
JAXTYN,JAMES,JAXTYN JAMES,1585,2022,SmartNet,11.61,0.89,0.32,0.88,89 Reclamaciones
JULIEN,BENNET,JULIEN BENNET,1586,2022,CyberSafe,10.93,0.91,0.42,0.7,47 Reclamaciones
KOA,GRAY,KOA GRAY,1587,2022,Vatro,24.88,0.74,0.8,0.65,4 Reclamaciones
REECE,MENDOZA,REECE MENDOZA,1588,2022,CloudConnect,21.47,0.76,0.46,0.65,79 Reclamaciones
LANDEN,RUIZ,LANDEN RUIZ,1589,2022,Vatro,23.73,0.83,0.58,0.88,32 Reclamaciones
KODA,HUGHES,KODA HUGHES,1590,2022,InnovaTech,10.71,0.74,0.49,0.94,72 Reclamaciones
DARIUS,PRICE,DARIUS PRICE,1591,2022,SmartNet,13.64,0.96,0.29,0.92,55 Reclamaciones
SYLAS,ALVAREZ,SYLAS ALVAREZ,1592,2022,SmartNet,25.17,0.97,0.57,0.88,11 Reclamaciones
ARES,CASTILLO,ARES CASTILLO,1593,2022,Vatro,23.95,0.82,0.9,0.7,36 Reclamaciones
KYREE,SANDERS,KYREE SANDERS,1594,2022,AIBoost,22.33,1,0.61,0.74,48 Reclamaciones
BOSTON,PATEL,BOSTON PATEL,1595,2022,Vatro,26.98,0.96,0.78,0.92,43 Reclamaciones
KEITH,MYERS,KEITH MYERS,1596,2022,JustVDB,14.59,0.94,0.84,0.73,7 Reclamaciones
JOHAN,LONG,JOHAN LONG,1597,2022,Vatro,24.13,0.93,0.47,0.69,29 Reclamaciones
EDISON,ROSS,EDISON ROSS,1598,2022,AIBoost,13.81,0.88,0.64,0.98,57 Reclamaciones
SINCERE,FOSTER,SINCERE FOSTER,1599,2022,InnovaTech,22.71,0.86,0.49,0.89,71 Reclamaciones
WATSON,JIMENEZ,WATSON JIMENEZ,1600,2022,CloudConnect,19.48,0.88,0.9,0.71,17 Reclamaciones
JERRY,SMITH,JERRY SMITH,1601,2022,Vatro,14.35,0.93,0.39,0.94,88 Reclamaciones
NIKOLAS,JOHNSON,NIKOLAS JOHNSON,1602,2022,AIBoost,21.89,0.78,0.69,0.9,59 Reclamaciones
QUINCY,WILLIAMS,QUINCY WILLIAMS,1603,2022,AIBoost,23.91,0.91,0.68,0.67,95 Reclamaciones
SHEPHERD,BROWN,SHEPHERD BROWN,1604,2022,InnovaTech,10.19,0.88,0.62,0.68,11 Reclamaciones
BRYCEN,JONES,BRYCEN JONES,1605,2022,CyberSafe,13.83,0.83,0.84,0.78,45 Reclamaciones
MARVIN,GARCIA,MARVIN GARCIA,1606,2022,InnovaTech,21.13,0.82,0.22,0.97,19 Reclamaciones
DARIEL,MILLER,DARIEL MILLER,1607,2022,InnovaTech,14.89,0.74,0.25,0.7,26 Reclamaciones
AXTON,DAVIS,AXTON DAVIS,1608,2022,AIBoost,13.47,0.8,0.4,1,9 Reclamaciones
DONALD,RODRIGUEZ,DONALD RODRIGUEZ,1609,2022,SmartNet,11.87,0.87,0.66,0.9,100 Reclamaciones
BODIE,MARTINEZ,BODIE MARTINEZ,1610,2022,InnovaTech,24.86,0.85,0.77,0.65,5 Reclamaciones
FINNLEY,HERNANDEZ,FINNLEY HERNANDEZ,1611,2022,InnovaTech,14.11,0.74,0.53,0.75,55 Reclamaciones
ONYX,LOPEZ,ONYX LOPEZ,1612,2022,JustVDB,28.24,0.94,0.21,0.86,11 Reclamaciones
RAYAN,GONZALES,RAYAN GONZALES,1613,2022,CloudConnect,26.76,0.75,0.73,0.89,71 Reclamaciones
RAYLAN,WILSON,RAYLAN WILSON,1614,2022,CloudConnect,21.29,0.97,0.76,0.77,56 Reclamaciones
BRIXTON,ANDERSON,BRIXTON ANDERSON,1615,2022,SmartNet,22.14,0.77,0.31,0.73,82 Reclamaciones
COLBY,THOMAS,COLBY THOMAS,1616,2022,SmartNet,12.10,0.91,0.85,0.85,27 Reclamaciones
VALENTINO,TAYLOR,VALENTINO TAYLOR,1617,2022,CloudConnect,11.16,1,0.34,0.91,74 Reclamaciones
LAYTON,MOORE,LAYTON MOORE,1618,2022,AIBoost,22.90,0.78,0.79,0.79,99 Reclamaciones
TRENTON,JACKSON,TRENTON JACKSON,1619,2022,Vatro,21.99,0.95,0.41,0.66,99 Reclamaciones
LANDYN,MARTIN,LANDYN MARTIN,1620,2022,CloudConnect,14.73,0.97,0.66,0.75,57 Reclamaciones
ALESSANDRO,LEE,ALESSANDRO LEE,1621,2022,CyberSafe,20.79,0.77,0.26,0.79,94 Reclamaciones
AHMAD,PEREZ,AHMAD PEREZ,1622,2022,CloudConnect,22.77,0.93,0.67,1,90 Reclamaciones
GUSTAVO,THOMPSON,GUSTAVO THOMPSON,1623,2022,InnovaTech,27.62,0.75,0.52,0.71,75 Reclamaciones
LEDGER,WHITE,LEDGER WHITE,1624,2022,Vatro,23.44,0.98,0.9,0.8,25 Reclamaciones
RIDGE,HARRIS,RIDGE HARRIS,1625,2022,InnovaTech,10.25,0.79,0.52,0.8,92 Reclamaciones
ANDER,SANCHEZ,ANDER SANCHEZ,1626,2022,SmartNet,23.25,0.74,0.69,0.99,94 Reclamaciones
AHMED,CLARK,AHMED CLARK,1627,2022,SmartNet,21.99,0.79,0.48,0.91,79 Reclamaciones
KINGSLEY,RAMIREZ,KINGSLEY RAMIREZ,1628,2022,SmartNet,25.13,0.73,0.79,0.9,16 Reclamaciones
ISSAC,LEWIS,ISSAC LEWIS,1629,2022,JustVDB,14.52,0.75,0.41,0.73,99 Reclamaciones
MAURICIO,ROBINSON,MAURICIO ROBINSON,1630,2022,AIBoost,28.99,0.99,0.89,0.88,68 Reclamaciones
TONY,WALKER,TONY WALKER,1631,2022,CloudConnect,14.54,0.85,0.56,0.89,10 Reclamaciones
LEONARD,YOUNG,LEONARD YOUNG,1632,2022,AIBoost,13.68,0.8,0.27,0.83,81 Reclamaciones
MOHAMMED,ALLEN,MOHAMMED ALLEN,1633,2022,Vatro,21.99,0.77,0.78,0.77,23 Reclamaciones
URIAH,KING,URIAH KING,1634,2022,CyberSafe,20.39,0.86,0.66,0.98,81 Reclamaciones
DUKE,WRIGHT,DUKE WRIGHT,1635,2022,SmartNet,27.45,0.88,0.69,0.98,65 Reclamaciones
KAREEM,SCOTT,KAREEM SCOTT,1636,2022,InnovaTech,24.84,0.74,0.8,0.66,16 Reclamaciones
LUCIAN,TORRES,LUCIAN TORRES,1637,2022,Vatro,11.59,0.83,0.88,0.68,3 Reclamaciones
MARCELO,NGUYEN,MARCELO NGUYEN,1638,2022,AIBoost,13.09,0.77,0.71,0.66,79 Reclamaciones
AARAV,HILL,AARAV HILL,1639,2022,SmartNet,23.27,0.99,0.88,0.67,61 Reclamaciones
LEANDRO,FLORES,LEANDRO FLORES,1640,2022,JustVDB,21.85,0.77,0.9,0.81,12 Reclamaciones
CLAY,GREEN,CLAY GREEN,1641,2022,AIBoost,23.51,0.76,0.64,0.95,77 Reclamaciones
KOHEN,ADAMS,KOHEN ADAMS,1642,2022,CloudConnect,9.78,0.88,0.66,0.67,86 Reclamaciones
DENNIS,NELSON,DENNIS NELSON,1643,2022,CyberSafe,23.79,0.93,0.33,0.75,100 Reclamaciones
SAMIR,BAKER,SAMIR BAKER,1644,2022,SmartNet,24.95,0.83,0.63,0.86,90 Reclamaciones
ERMIAS,HALL,ERMIAS HALL,1645,2022,InnovaTech,19.98,0.88,0.84,0.87,34 Reclamaciones
OTIS,RIVERA,OTIS RIVERA,1646,2022,CyberSafe,27.74,0.89,0.84,0.81,41 Reclamaciones
EMIR,CAMPBELL,EMIR CAMPBELL,1647,2022,InnovaTech,9.85,0.84,0.82,0.8,71 Reclamaciones
NIXON,MITCHELL,NIXON MITCHELL,1648,2022,Vatro,14.22,0.85,0.8,0.99,38 Reclamaciones
TY,CARTER,TY CARTER,1649,2022,SmartNet,13.42,0.86,0.74,0.81,31 Reclamaciones
SAM,ROBERTS,SAM ROBERTS,1650,2022,InnovaTech,10.06,0.77,0.31,0.76,18 Reclamaciones
FLETCHER,GOMEZ,FLETCHER GOMEZ,1651,2022,CyberSafe,12.86,0.92,0.38,0.98,26 Reclamaciones
WILSON,PHILLIPS,WILSON PHILLIPS,1652,2022,SmartNet,28.19,0.73,0.74,0.74,51 Reclamaciones
DUSTIN,EVANS,DUSTIN EVANS,1653,2022,Vatro,23.55,0.87,0.75,0.75,82 Reclamaciones
HAMZA,TURNER,HAMZA TURNER,1654,2022,JustVDB,21.83,0.99,0.54,0.93,35 Reclamaciones
BRYANT,DIAZ,BRYANT DIAZ,1655,2022,AIBoost,20.95,0.85,0.3,0.73,12 Reclamaciones
FLYNN,PARKER,FLYNN PARKER,1656,2022,Vatro,13.75,0.8,0.53,0.65,8 Reclamaciones
LIONEL,CRUZ,LIONEL CRUZ,1657,2022,AIBoost,21.89,0.77,0.9,0.74,64 Reclamaciones
MOHAMMAD,EDWARDS,MOHAMMAD EDWARDS,1658,2022,InnovaTech,20.52,1,0.37,0.86,35 Reclamaciones
CASON,COLLINS,CASON COLLINS,1659,2022,SmartNet,21.09,0.83,0.8,0.91,28 Reclamaciones
JAMIR,REYES,JAMIR REYES,1660,2022,InnovaTech,26.88,0.78,0.72,0.69,16 Reclamaciones
ADEN,STEWART,ADEN STEWART,1661,2022,AIBoost,14.58,0.95,0.86,0.91,72 Reclamaciones
DAKARI,MORRIS,DAKARI MORRIS,1662,2022,SmartNet,9.88,0.75,0.2,0.99,8 Reclamaciones
DILLON,MORALES,DILLON MORALES,1663,2022,Vatro,15.48,0.97,0.38,0.78,2 Reclamaciones
ZAID,MURPHY,ZAID MURPHY,1664,2022,JustVDB,21.34,0.93,0.33,0.89,59 Reclamaciones
ALDEN,COOK,ALDEN COOK,1665,2022,SmartNet,13.88,0.8,0.54,0.8,62 Reclamaciones
NELSON,ROGERS,NELSON ROGERS,1666,2022,CloudConnect,24.31,0.78,0.83,0.9,63 Reclamaciones
DEVON,GUTIERREZ,DEVON GUTIERREZ,1667,2022,CyberSafe,28.12,0.99,0.49,0.72,28 Reclamaciones
TITAN,ORTIZ,TITAN ORTIZ,1668,2022,CloudConnect,23.75,0.76,0.39,0.83,20 Reclamaciones
CHRIS,MORGAN,CHRIS MORGAN,1669,2022,Vatro,12.28,1,0.31,0.82,12 Reclamaciones
KHARI,COOPER,KHARI COOPER,1670,2022,Vatro,22.01,0.8,0.48,0.68,48 Reclamaciones
ZEKE,PETERSON,ZEKE PETERSON,1671,2022,InnovaTech,10.08,0.76,0.83,0.68,26 Reclamaciones
NOE,BAILEY,NOE BAILEY,1672,2022,InnovaTech,8.25,0.86,0.41,0.99,14 Reclamaciones
ALBERTO,REED,ALBERTO REED,1673,2022,Vatro,11.85,0.76,0.89,0.86,35 Reclamaciones
ROGER,KELLY,ROGER KELLY,1674,2022,SmartNet,20.58,0.77,0.36,0.85,67 Reclamaciones
BROCK,HOWARD,BROCK HOWARD,1675,2022,InnovaTech,24.67,0.73,0.37,0.83,81 Reclamaciones
REX,RAMOS,REX RAMOS,1676,2022,Vatro,13.88,0.84,0.3,0.7,15 Reclamaciones
QUINTON,KIM,QUINTON KIM,1677,2022,CyberSafe,23.70,0.97,0.38,0.93,91 Reclamaciones
ALVIN,COX,ALVIN COX,1678,2022,SmartNet,13.89,0.75,0.25,0.71,19 Reclamaciones
CULLEN,WARD,CULLEN WARD,1679,2022,InnovaTech,12.10,0.96,0.56,0.79,52 Reclamaciones
HARLAN,RICHARDSON,HARLAN RICHARDSON,1680,2022,CloudConnect,10.26,0.86,0.56,0.67,98 Reclamaciones
KELLAN,WATSON,KELLAN WATSON,1681,2022,CloudConnect,27.29,0.78,0.89,0.67,38 Reclamaciones
MARCEL,BROOKS,MARCEL BROOKS,1682,2022,CloudConnect,22.19,0.97,0.22,0.7,2 Reclamaciones
KEATON,CHAVEZ,KEATON CHAVEZ,1683,2022,CloudConnect,27.89,0.89,0.7,0.86,44 Reclamaciones
RICKY,WOOD,RICKY WOOD,1684,2022,Vatro,11.73,0.93,0.85,0.83,69 Reclamaciones
TREY,JAMES,TREY JAMES,1685,2022,Vatro,12.15,0.9,0.3,0.66,25 Reclamaciones
LANGSTON,BENNET,LANGSTON BENNET,1686,2022,AIBoost,26.82,0.85,0.27,0.72,14 Reclamaciones
