Nombre_Empleado,Apellido_Empleado,Nombre_Completo,Genero,Cargo,Nivel cargo,Edad ,Ubicacion,Modalidad, Salario , Estado Civil , Telefono , Contrato Indefinido 
AVA,NAVARRO,AVA NAVARRO,M,Especialista de Software,Semi,35,"Lyon, Francia",Teletrabajo,"$18,000",S,9345447,Si
CHARLOTTE,MOLINA,CHARLOTTE MOLINA,M,Ingeniero de software II,Semi,30,"Madrid, España",Teletrabajo,"$18,000",C,8704540,No
SOPHIA,AYALA,SOPHIA AYALA,M,Ingeniero de software I,Semi,30,"Zurich, Suiza",Teletrabajo,"$16,000",S,9838014,Si
AMELIA,CAMPOS,AMELIA CAMPOS,M,Ingeniero de software I,Semi,30,"Basilea, Suiza",Teletrabajo,"$16,000",C,9151738,Si
ISABELLA,SANTOS,ISABELLA SANTOS,M,Especialista de Software,Semi,25,"Zurich, Suiza",Teletrabajo,"$16,000",O,8785402,Si
MIA,CARRILLO,MIA CARRILLO,M,Especialista de Software,Semi,29,"Basilea, Suiza",Hibrido,"$15,000",C,9227968,Si
EVELYN,CERVANTES,EVELYN CERVANTES,M,Analista de Software,Semi,33,"Lyon, Francia",Presencial,"$15,000",C,9046815,Si
HARPER,DURAN,HARPER DURAN,M,Ingeniero de software I,Semi,25,"Touluse, Francia",Presencial,"$17,000",O,9877351,No
CAMILA,LARA,CAMILA LARA,M,Ingeniero de software I,Semi,28,"Touluse, Francia",Presencial,"$15,000",S,8701437,Si
GIANNA,CABRERA,GIANNA CABRERA,F,Desarrollador de software II,Semi,34,"Basilea, Suiza",Presencial,"$15,000",O,9340251,No
ABIGAIL,SOLIS,ABIGAIL SOLIS,F,Desarrollador de software I,Semi,32,"Madrid, España",Teletrabajo,"$20,000",C,8790243,No
LUNA,MIRANDA,LUNA MIRANDA,F,Desarrollador de software II,Semi,25,"Ginebra, Suiza",Hibrido,"$17,000",S,9291843,No
ELLA,ROBLES,ELLA ROBLES,F,Ingeniero de software II,Semi,25,"Touluse, Francia",Teletrabajo,"$16,000",O,8905749,Si
ELIZABETH,FUENTES,ELIZABETH FUENTES,F,Desarrollador de software I,Semi,32,"Madrid, España",Presencial,"$20,000",O,9706194,Si
SOFIA,SALINAS,SOFIA SALINAS,F,Desarrollador de software I,Semi,33,"Madrid, España",Presencial,"$19,000",C,9677204,Si
EMILY,VELASQUEZ,EMILY VELASQUEZ,F,Ingeniero de software I,Semi,26,"Madrid, España",Presencial,"$18,000",O,8698952,Si
MILA,OCHOA,MILA OCHOA,F,Desarrollador de software II,Semi,31,"Ginebra, Suiza",Hibrido,"$17,000",C,9213864,No
SCARLETT,AGUIRRE,SCARLETT AGUIRRE,F,Ingeniero de software II,Semi,31,"Zurich, Suiza",Teletrabajo,"$18,000",S,8896291,No
ELEANOR,LEON,ELEANOR LEON,F,Analista de Software,Semi,31,"Zurich, Suiza",Teletrabajo,"$20,000",S,9673388,No
MADISON,CARDENAS,MADISON CARDENAS,F,Desarrollador de software I,Semi,28,"Touluse, Francia",Presencial,"$17,000",C,9721311,No
LAYLA,DELEON,LAYLA DELEON,F,Ingeniero de software I,Semi,29,"Basilea, Suiza",Hibrido,"$15,000",S,9853704,Si
ARIA,RIVAS,ARIA RIVAS,F,Ingeniero de software II,Semi,29,"Basilea, Suiza",Presencial,"$15,000",S,8883887,Si
CHLOE,CALDERON,CHLOE CALDERON,F,Desarrollador de software I,Semi,28,"Basilea, Suiza",Teletrabajo,"$19,000",O,9181674,No
GRACE,ROSALES,GRACE ROSALES,F,Ingeniero de software I,Semi,35,"Madrid, España",Presencial,"$17,000",C,9003552,No
ELLIE,SERRANO,ELLIE SERRANO,F,Desarrollador de software II,Semi,29,"Touluse, Francia",Hibrido,"$20,000",O,8751870,No
NORA,CASTANEDA,NORA CASTANEDA,F,Analista de Software,Semi,29,"Madrid, España",Teletrabajo,"$18,000",O,9828411,No
HAZEL,TRUJILLO,HAZEL TRUJILLO,F,Desarrollador de software I,Semi,31,"Basilea, Suiza",Teletrabajo,"$15,000",C,9710247,Si
ZOEY,MONTOYA,ZOEY MONTOYA,F,Desarrollador de software II,Semi,26,"Touluse, Francia",Presencial,"$17,000",O,9805982,No
VICTORIA,PACHECO,VICTORIA PACHECO,F,Desarrollador de software II,Semi,31,"Madrid, España",Presencial,"$17,000",C,9730391,Si
LILY,OROZCO,LILY OROZCO,F,Desarrollador de software II,Semi,27,"Ginebra, Suiza",Presencial,"$15,000",C,9756895,Si
VIOLET,IBARRA,VIOLET IBARRA,F,Analista de Software,Semi,25,"Zurich, Suiza",Presencial,"$18,000",S,9758124,Si
HANNAH,VALENCIA,HANNAH VALENCIA,F,Desarrollador de software II,Semi,27,"Touluse, Francia",Presencial,"$15,000",S,9521012,No
EMILIA,GALLEGOS,EMILIA GALLEGOS,F,Desarrollador de software II,Semi,35,"Lyon, Francia",Presencial,"$15,000",O,9035469,No
ZOE,VELAZQUEZ,ZOE VELAZQUEZ,F,Ingeniero de software II,Semi,25,"Touluse, Francia",Hibrido,"$17,000",C,9873131,No
STELLA,CAMACHO,STELLA CAMACHO,F,Especialista de Software,Semi,32,"Touluse, Francia",Teletrabajo,"$18,000",C,9653491,Si
EVERLY,GUERRA,EVERLY GUERRA,F,Ingeniero de software II,Semi,31,"Zurich, Suiza",Hibrido,"$18,000",S,8707920,No
ISLA,COLON,ISLA COLON,F,Desarrollador de software I,Semi,31,"Lyon, Francia",Teletrabajo,"$20,000",S,9437560,Si
LEAH,ESCOBAR,LEAH ESCOBAR,F,Ingeniero de software II,Semi,34,"Basilea, Suiza",Presencial,"$20,000",O,9549402,Si
LILLIAN,SUAREZ,LILLIAN SUAREZ,F,Especialista de Software,Semi,26,"Zurich, Suiza",Teletrabajo,"$16,000",S,8868701,No
ADDISON,SALAS,ADDISON SALAS,F,Especialista de Software,Semi,26,"Lyon, Francia",Hibrido,"$15,000",O,9538390,Si
WILLOW,SMITH,WILLOW SMITH,F,Desarrollador de software I,Semi,29,"Touluse, Francia",Hibrido,"$20,000",S,8839956,No
LUCY,MACIAS,LUCY MACIAS,F,Analista de Software,Semi,30,"Touluse, Francia",Presencial,"$18,000",S,9065614,Si
PAISLEY,VILLARREAL,PAISLEY VILLARREAL,F,Desarrollador de software I,Semi,32,"Touluse, Francia",Presencial,"$18,000",S,9688819,Si
NATALIE,BARRERA,NATALIE BARRERA,F,Especialista de Software,Semi,26,"Lyon, Francia",Teletrabajo,"$19,000",S,8790063,Si
NAOMI,FRANCO,NAOMI FRANCO,F,Desarrollador de software I,Semi,25,"Madrid, España",Hibrido,"$17,000",S,9389819,No
ELIANA,ZAMORA,ELIANA ZAMORA,F,Especialista de Software,Semi,33,"Lyon, Francia",Teletrabajo,"$18,000",S,8706186,No
BROOKLYN,DELACRUZ,BROOKLYN DELACRUZ,F,Desarrollador de software I,Semi,34,"Madrid, España",Hibrido,"$18,000",O,9381599,No
ELENA,SANTANA,ELENA SANTANA,F,Ingeniero de software II,Semi,34,"Ginebra, Suiza",Hibrido,"$17,000",O,9280544,Si
AUBREY,ROMAN,AUBREY ROMAN,F,Analista de Software,Semi,27,"Lyon, Francia",Hibrido,"$16,000",S,9454791,Si
CLAIRE,PINEDA,CLAIRE PINEDA,F,Ingeniero de software II,Semi,27,"Zurich, Suiza",Hibrido,"$17,000",C,9612460,Si
IVY,TREVINO,IVY TREVINO,F,Desarrollador de software II,Semi,28,"Madrid, España",Hibrido,"$17,000",O,9849954,Si
KINSLEY,RANGEL,KINSLEY RANGEL,F,Analista de Software,Semi,29,"Touluse, Francia",Presencial,"$18,000",O,9845131,No
AUDREY,ARIAS,AUDREY ARIAS,F,Ingeniero de software I,Semi,32,"Basilea, Suiza",Teletrabajo,"$16,000",S,9160819,No
MAYA,LOZANO,MAYA LOZANO,F,Especialista de Software,Semi,34,"Zurich, Suiza",Presencial,"$18,000",S,9452301,No
SKYLAR,ZUNIGA,SKYLAR ZUNIGA,F,Ingeniero de software I,Semi,28,"Zurich, Suiza",Hibrido,"$16,000",S,9486239,Si
BELLA,MERCADO,BELLA MERCADO,F,Especialista de Software,Semi,29,"Zurich, Suiza",Teletrabajo,"$15,000",S,9856983,Si
AALIYAH,MELENDEZ,AALIYAH MELENDEZ,F,Especialista de Software,Semi,33,"Touluse, Francia",Teletrabajo,"$18,000",C,9637922,Si
MADELYN,MORA,MADELYN MORA,F,Analista de Software,Semi,29,"Ginebra, Suiza",Teletrabajo,"$20,000",C,9149706,No
SAVANNAH,VALENZUELA,SAVANNAH VALENZUELA,F,Ingeniero de software II,Semi,29,"Touluse, Francia",Teletrabajo,"$16,000",C,8699158,No
ANNA,ANDRADE,ANNA ANDRADE,F,Ingeniero de software II,Semi,28,"Ginebra, Suiza",Teletrabajo,"$15,000",O,8781821,Si
DELILAH,MEZA,DELILAH MEZA,F,Desarrollador de software I,Semi,26,"Lyon, Francia",Hibrido,"$18,000",C,9124835,No
SERENITY,VILLANUEVA,SERENITY VILLANUEVA,F,Especialista de Software,Semi,25,"Lyon, Francia",Presencial,"$15,000",S,9537414,Si
CAROLINE,GALVAN,CAROLINE GALVAN,F,Analista de Software,Semi,35,"Madrid, España",Presencial,"$17,000",S,9056929,No
KENNEDY,TAPIA,KENNEDY TAPIA,F,Desarrollador de software I,Semi,26,"Madrid, España",Presencial,"$16,000",O,8985151,Si
VALENTINA,ZAVALA,VALENTINA ZAVALA,F,Desarrollador de software I,Semi,32,"Ginebra, Suiza",Presencial,"$15,000",S,8742718,Si
RUBY,SOSA,RUBY SOSA,F,Desarrollador de software II,Semi,33,"Touluse, Francia",Teletrabajo,"$19,000",S,9770125,No
SOPHIE,VELEZ,SOPHIE VELEZ,F,Analista de Software,Semi,32,"Ginebra, Suiza",Hibrido,"$20,000",O,9250679,Si
ALICE,CISNEROS,ALICE CISNEROS,F,Especialista de Software,Semi,25,"Basilea, Suiza",Teletrabajo,"$18,000",O,8916301,Si
GABRIELLA,BENITEZ,GABRIELLA BENITEZ,F,Desarrollador de software I,Semi,28,"Touluse, Francia",Presencial,"$15,000",S,8942396,Si
SADIE,ACEVEDO,SADIE ACEVEDO,F,Ingeniero de software II,Semi,34,"Ginebra, Suiza",Presencial,"$15,000",C,9484030,No
ARIANA,BONILLA,ARIANA BONILLA,F,Analista de Software,Semi,34,"Touluse, Francia",Presencial,"$16,000",S,8927042,No
ALLISON,ARROYO,ALLISON ARROYO,F,Analista de Software,Semi,31,"Ginebra, Suiza",Hibrido,"$19,000",C,9792840,Si
HAILEY,VILLA,HAILEY VILLA,F,Analista de Software,Semi,32,"Madrid, España",Teletrabajo,"$19,000",S,9574582,Si
AUTUMN,RUBIO,AUTUMN RUBIO,F,Ingeniero de software II,Semi,28,"Lyon, Francia",Teletrabajo,"$15,000",C,8753632,No
NEVAEH,BAUTISTA,NEVAEH BAUTISTA,F,Desarrollador de software II,Semi,35,"Basilea, Suiza",Presencial,"$20,000",S,8819683,Si
NATALIA,ARELLANO,NATALIA ARELLANO,F,Especialista de Software,Semi,30,"Zurich, Suiza",Hibrido,"$20,000",O,8982860,Si
JOSEPHINE,JOHNSON,JOSEPHINE JOHNSON,F,Analista de Software,Semi,26,"Lyon, Francia",Presencial,"$16,000",O,8776348,Si
SARAH,PONCE,SARAH PONCE,F,Analista de Software,Semi,29,"Touluse, Francia",Teletrabajo,"$16,000",O,9549093,No
SAMANTHA,HUERTA,SAMANTHA HUERTA,F,Analista de Software,Semi,29,"Zurich, Suiza",Presencial,"$19,000",C,8853932,No
PIPER,BELTRAN,PIPER BELTRAN,F,Analista de Software,Semi,27,"Madrid, España",Hibrido,"$16,000",O,9394303,No
LEILANI,ROCHA,LEILANI ROCHA,F,Analista de Software,Semi,29,"Lyon, Francia",Teletrabajo,"$17,000",O,9292344,Si
EVA,VILLEGAS,EVA VILLEGAS,F,Analista de Software,Semi,29,"Madrid, España",Teletrabajo,"$18,000",O,9398077,Si
EVERLEIGH,CANTU,EVERLEIGH CANTU,F,Desarrollador de software I,Semi,35,"Basilea, Suiza",Presencial,"$20,000",S,8997962,No
MADELINE,MONTES,MADELINE MONTES,F,Desarrollador de software I,Semi,31,"Basilea, Suiza",Presencial,"$16,000",O,9490318,Si
LYDIA,BARAJAS,LYDIA BARAJAS,F,Analista de Software,Semi,34,"Lyon, Francia",Presencial,"$20,000",C,8744020,Si
JADE,MATA,JADE MATA,F,Ingeniero de software II,Semi,27,"Basilea, Suiza",Presencial,"$15,000",S,9031857,No
BRIELLE,MURILLO,BRIELLE MURILLO,F,Desarrollador de software I,Semi,28,"Lyon, Francia",Presencial,"$17,000",C,9769870,No
ADELINE,ROSAS,ADELINE ROSAS,F,Especialista de Software,Semi,28,"Madrid, España",Presencial,"$18,000",S,9297194,Si
VIVIAN,CORTES,VIVIAN CORTES,F,Especialista de Software,Semi,30,"Lyon, Francia",Hibrido,"$20,000",S,9346806,No
RYLEE,GUEVARA,RYLEE GUEVARA,F,Desarrollador de software II,Semi,30,"Touluse, Francia",Teletrabajo,"$17,000",C,9678586,Si
CLARA,SALGADO,CLARA SALGADO,F,Ingeniero de software II,Semi,33,"Lyon, Francia",Hibrido,"$16,000",S,9380002,Si
RAELYNN,ROSARIO,RAELYNN ROSARIO,F,Desarrollador de software II,Semi,28,"Ginebra, Suiza",Teletrabajo,"$18,000",O,9520419,Si
MELANIE,PALACIOS,MELANIE PALACIOS,F,Ingeniero de software I,Semi,35,"Ginebra, Suiza",Presencial,"$15,000",O,9392195,Si
MELODY,DAVILA,MELODY DAVILA,F,Desarrollador de software II,Semi,35,"Ginebra, Suiza",Teletrabajo,"$18,000",O,9106496,No
JULIA,WILLIAMS,JULIA WILLIAMS,F,Ingeniero de software II,Semi,29,"Ginebra, Suiza",Hibrido,"$18,000",S,8791154,Si
MARIA,ESPARZA,MARIA ESPARZA,F,Desarrollador de software II,Semi,33,"Madrid, España",Hibrido,"$18,000",C,9046363,Si
HADLEY,CUEVAS,HADLEY CUEVAS,F,Especialista de Software,Semi,27,"Madrid, España",Presencial,"$15,000",S,9484634,No
ARYA,CORDOVA,ARYA CORDOVA,F,Ingeniero de software II,Semi,29,"Touluse, Francia",Presencial,"$16,000",C,9493530,Si
ROSE,MARTIN,ROSE MARTIN,F,Ingeniero de software II,Semi,34,"Zurich, Suiza",Teletrabajo,"$17,000",O,9024642,Si
REAGAN,TREJO,REAGAN TREJO,F,Desarrollador de software II,Semi,32,"Zurich, Suiza",Hibrido,"$15,000",S,9263069,No
ELIZA,QUINTERO,ELIZA QUINTERO,F,Ingeniero de software I,Semi,30,"Lyon, Francia",Teletrabajo,"$16,000",S,9034517,Si
ADALYNN,MARIN,ADALYNN MARIN,F,Ingeniero de software II,Semi,27,"Madrid, España",Hibrido,"$18,000",O,9393108,Si
KAYLEE,BRAVO,KAYLEE BRAVO,F,Desarrollador de software II,Semi,30,"Zurich, Suiza",Hibrido,"$19,000",C,8920213,No
LYLA,CORONA,LYLA CORONA,F,Especialista de Software,Semi,26,"Madrid, España",Hibrido,"$20,000",S,9477240,No
MACKENZIE,MEDRANO,MACKENZIE MEDRANO,F,Ingeniero de software I,Semi,35,"Lyon, Francia",Hibrido,"$19,000",O,9501047,Si
ALAIA,NAVA,ALAIA NAVA,F,Especialista de Software,Semi,28,"Ginebra, Suiza",Hibrido,"$16,000",S,9303065,Si
ISABELLE,MAGANA,ISABELLE MAGANA,F,Analista de Software,Semi,25,"Zurich, Suiza",Presencial,"$16,000",S,9807645,No
ARIANNA,DEJESUS,ARIANNA DEJESUS,F,Analista de Software,Semi,33,"Touluse, Francia",Teletrabajo,"$18,000",C,8861961,No
MARY,BROWN,MARY BROWN,F,Ingeniero de software I,Semi,33,"Ginebra, Suiza",Presencial,"$19,000",C,9384963,No
MARGARET,PORTILLO,MARGARET PORTILLO,F,Ingeniero de software II,Semi,27,"Zurich, Suiza",Hibrido,"$15,000",C,9028723,No
IRIS,VILLALOBOS,IRIS VILLALOBOS,F,Especialista de Software,Semi,35,"Lyon, Francia",Teletrabajo,"$20,000",O,8896756,Si
XIMENA,ENRIQUEZ,XIMENA ENRIQUEZ,F,Analista de Software,Semi,29,"Basilea, Suiza",Teletrabajo,"$16,000",O,9324862,Si
AYLA,ESQUIVEL,AYLA ESQUIVEL,F,Analista de Software,Semi,25,"Basilea, Suiza",Teletrabajo,"$20,000",C,9849118,No
KYLIE,AVALOS,KYLIE AVALOS,F,Desarrollador de software I,Semi,32,"Basilea, Suiza",Teletrabajo,"$15,000",C,9156341,No
ELLIANA,BERNAL,ELLIANA BERNAL,F,Ingeniero de software I,Semi,28,"Touluse, Francia",Teletrabajo,"$15,000",C,9263658,No
KATHERINE,LUGO,KATHERINE LUGO,F,Especialista de Software,Semi,25,"Touluse, Francia",Hibrido,"$16,000",O,9654045,No
FAITH,DUARTE,FAITH DUARTE,F,Ingeniero de software I,Semi,27,"Touluse, Francia",Presencial,"$20,000",C,8815824,No
ALEXANDRA,CANO,ALEXANDRA CANO,F,Especialista de Software,Semi,30,"Madrid, España",Presencial,"$20,000",C,9635130,No
ELOISE,PARRA,ELOISE PARRA,F,Desarrollador de software II,Semi,31,"Touluse, Francia",Presencial,"$19,000",O,9186030,No
ADALYN,ESPINOSA,ADALYN ESPINOSA,F,Desarrollador de software I,Semi,25,"Touluse, Francia",Presencial,"$15,000",O,9797576,Si
AMAYA,GALINDO,AMAYA GALINDO,F,Desarrollador de software II,Semi,30,"Ginebra, Suiza",Teletrabajo,"$19,000",C,9494348,Si
JASMINE,DELAROSA,JASMINE DELAROSA,F,Especialista de Software,Semi,28,"Ginebra, Suiza",Hibrido,"$16,000",C,9230914,No
AMARA,QUINTANA,AMARA QUINTANA,F,Ingeniero de software I,Semi,26,"Zurich, Suiza",Teletrabajo,"$18,000",C,9482142,Si
DAISY,ALFARO,DAISY ALFARO,F,Desarrollador de software I,Semi,35,"Touluse, Francia",Presencial,"$16,000",S,9071322,No
VALERIE,JARAMILLO,VALERIE JARAMILLO,F,Desarrollador de software II,Semi,35,"Zurich, Suiza",Presencial,"$18,000",C,9724189,No
BRIANNA,LUCERO,BRIANNA LUCERO,F,Analista de Software,Semi,33,"Basilea, Suiza",Presencial,"$20,000",S,9356300,Si
CECILIA,CORREA,CECILIA CORREA,F,Desarrollador de software I,Semi,29,"Madrid, España",Hibrido,"$18,000",C,9255018,No
ANDREA,JONES,ANDREA JONES,F,Analista de Software,Semi,32,"Ginebra, Suiza",Teletrabajo,"$20,000",S,9240672,Si
NORAH,REYNA,NORAH REYNA,F,Analista de Software,Semi,34,"Touluse, Francia",Teletrabajo,"$20,000",O,8934368,No
ARIELLA,SIERRA,ARIELLA SIERRA,F,Analista de Software,Semi,35,"Touluse, Francia",Presencial,"$16,000",S,9344750,No
ESTHER,NIEVES,ESTHER NIEVES,F,Analista de Software,Semi,30,"Ginebra, Suiza",Hibrido,"$19,000",S,8907835,Si
ASHLEY,SALDANA,ASHLEY SALDANA,F,Ingeniero de software I,Semi,34,"Lyon, Francia",Presencial,"$18,000",S,9169362,No
AUBREE,QUINONES,AUBREE QUINONES,F,Desarrollador de software II,Semi,28,"Ginebra, Suiza",Teletrabajo,"$16,000",S,9813633,Si
ISABEL,PERALTA,ISABEL PERALTA,F,Desarrollador de software II,Semi,35,"Zurich, Suiza",Presencial,"$15,000",C,9534572,Si
ANASTASIA,BECERRA,ANASTASIA BECERRA,F,Especialista de Software,Semi,32,"Madrid, España",Hibrido,"$19,000",S,9605858,Si
RYLEIGH,AMAYA,RYLEIGH AMAYA,F,Desarrollador de software I,Semi,35,"Basilea, Suiza",Teletrabajo,"$17,000",C,9200330,No
KHLOE,SAENZ,KHLOE SAENZ,F,Desarrollador de software I,Semi,32,"Touluse, Francia",Teletrabajo,"$20,000",C,9083866,No
LONDYN,TOVAR,LONDYN TOVAR,F,Ingeniero de software I,Semi,35,"Lyon, Francia",Presencial,"$19,000",C,9667053,Si
EMERSYN,VERA,EMERSYN VERA,F,Especialista de Software,Semi,25,"Touluse, Francia",Presencial,"$16,000",O,9824831,Si
CALLIE,LEAL,CALLIE LEAL,F,Ingeniero de software I,Semi,27,"Zurich, Suiza",Presencial,"$17,000",C,9052408,No
SIENNA,CARDONA,SIENNA CARDONA,F,Ingeniero de software II,Semi,31,"Zurich, Suiza",Presencial,"$15,000",S,9854809,Si
BLAKELY,AGUILERA,BLAKELY AGUILERA,F,Especialista de Software,Semi,26,"Basilea, Suiza",Presencial,"$16,000",S,9764851,No
KEHLANI,ZAPATA,KEHLANI ZAPATA,F,Analista de Software,Semi,34,"Touluse, Francia",Presencial,"$20,000",O,9593600,No
GENEVIEVE,BAEZ,GENEVIEVE BAEZ,F,Especialista de Software,Semi,26,"Lyon, Francia",Hibrido,"$18,000",O,9532965,Si
ALINA,VENTURA,ALINA VENTURA,F,Especialista de Software,Semi,29,"Zurich, Suiza",Teletrabajo,"$18,000",C,9205859,Si
BAILEY,BARRIOS,BAILEY BARRIOS,F,Desarrollador de software I,Semi,25,"Basilea, Suiza",Hibrido,"$20,000",S,9590616,No
JUNIPER,CASTELLANOS,JUNIPER CASTELLANOS,F,Especialista de Software,Semi,30,"Lyon, Francia",Teletrabajo,"$20,000",S,9367728,No
MAEVE,CARRASCO,MAEVE CARRASCO,F,Desarrollador de software II,Semi,26,"Ginebra, Suiza",Presencial,"$15,000",C,9288443,No
MOLLY,SAUCEDO,MOLLY SAUCEDO,F,Ingeniero de software I,Semi,33,"Touluse, Francia",Teletrabajo,"$17,000",C,8873060,No
HARMONY,GALLARDO,HARMONY GALLARDO,F,Ingeniero de software I,Semi,27,"Ginebra, Suiza",Hibrido,"$20,000",O,9000773,No
GEORGIA,HURTADO,GEORGIA HURTADO,F,Desarrollador de software I,Semi,35,"Basilea, Suiza",Hibrido,"$16,000",S,8869262,No
MAGNOLIA,GUILLEN,MAGNOLIA GUILLEN,F,Ingeniero de software I,Semi,34,"Lyon, Francia",Presencial,"$20,000",C,9690391,No
CATALINA,ALONSO,CATALINA ALONSO,F,Especialista de Software,Semi,35,"Touluse, Francia",Presencial,"$16,000",S,8706360,No
FREYA,OSORIO,FREYA OSORIO,F,Desarrollador de software II,Semi,33,"Zurich, Suiza",Teletrabajo,"$17,000",C,9299133,No
JULIETTE,MUNIZ,JULIETTE MUNIZ,F,Ingeniero de software I,Semi,33,"Basilea, Suiza",Hibrido,"$19,000",O,9333597,No
SLOANE,ZEPEDA,SLOANE ZEPEDA,F,Desarrollador de software I,Semi,35,"Lyon, Francia",Teletrabajo,"$17,000",S,9093417,No
JUNE,ESCOBEDO,JUNE ESCOBEDO,F,Desarrollador de software I,Semi,34,"Ginebra, Suiza",Hibrido,"$19,000",S,9561341,No
SARA,ARREDONDO,SARA ARREDONDO,F,Ingeniero de software II,Semi,32,"Touluse, Francia",Hibrido,"$16,000",S,9396533,No
KIMBERLY,SEGURA,KIMBERLY SEGURA,F,Ingeniero de software I,Semi,33,"Touluse, Francia",Hibrido,"$18,000",C,9118071,Si
EMBER,VALLE,EMBER VALLE,F,Analista de Software,Semi,35,"Zurich, Suiza",Hibrido,"$16,000",C,9519209,Si
JULIANA,MORAN,JULIANA MORAN,F,Especialista de Software,Semi,35,"Touluse, Francia",Hibrido,"$15,000",S,9798888,No
ALIYAH,DAVIS,ALIYAH DAVIS,F,Desarrollador de software II,Semi,30,"Zurich, Suiza",Presencial,"$17,000",S,8983329,Si
MILLIE,VELASCO,MILLIE VELASCO,F,Ingeniero de software I,Semi,27,"Madrid, España",Teletrabajo,"$17,000",C,9187519,Si
BRYNLEE,CARRANZA,BRYNLEE CARRANZA,F,Desarrollador de software I,Semi,29,"Lyon, Francia",Presencial,"$17,000",C,9830347,No
TEAGAN,FELIX,TEAGAN FELIX,F,Desarrollador de software I,Semi,34,"Madrid, España",Hibrido,"$18,000",C,9635619,No
JORDYN,RENTERIA,JORDYN RENTERIA,F,Desarrollador de software II,Semi,30,"Touluse, Francia",Teletrabajo,"$17,000",S,9224684,No
ALAINA,BLANCO,ALAINA BLANCO,F,Ingeniero de software II,Semi,35,"Ginebra, Suiza",Teletrabajo,"$20,000",O,9766328,No
OLIVE,OLVERA,OLIVE OLVERA,F,Analista de Software,Semi,29,"Lyon, Francia",Teletrabajo,"$20,000",C,9138926,No
ALYSSA,CORDERO,ALYSSA CORDERO,F,Especialista de Software,Semi,35,"Touluse, Francia",Teletrabajo,"$17,000",O,8691594,No
ARABELLA,QUIROZ,ARABELLA QUIROZ,F,Desarrollador de software I,Semi,33,"Basilea, Suiza",Teletrabajo,"$18,000",C,8906132,Si
JOURNEE,LEMUS,JOURNEE LEMUS,F,Ingeniero de software II,Semi,35,"Lyon, Francia",Hibrido,"$20,000",C,9826746,No
HOPE,CABALLERO,HOPE CABALLERO,F,Desarrollador de software I,Semi,30,"Madrid, España",Presencial,"$17,000",C,8831829,Si
LEILA,CHACON,LEILA CHACON,F,Analista de Software,Semi,29,"Ginebra, Suiza",Presencial,"$15,000",S,9788820,Si
ALANA,CORONADO,ALANA CORONADO,F,Ingeniero de software II,Semi,28,"Madrid, España",Presencial,"$19,000",O,9066086,Si
GEMMA,ORELLANA,GEMMA ORELLANA,F,Especialista de Software,Semi,27,"Touluse, Francia",Presencial,"$20,000",C,9768873,Si
VANESSA,MADRIGAL,VANESSA MADRIGAL,F,Desarrollador de software II,Semi,35,"Lyon, Francia",Teletrabajo,"$15,000",O,9637070,No
GRACIE,DELATORRE,GRACIE DELATORRE,F,Analista de Software,Semi,35,"Basilea, Suiza",Hibrido,"$17,000",S,9841455,No
NOELLE,MILLER,NOELLE MILLER,F,Analista de Software,Semi,25,"Lyon, Francia",Teletrabajo,"$18,000",C,9614567,Si
ELISE,GRANADOS,ELISE GRANADOS,F,Ingeniero de software II,Semi,34,"Touluse, Francia",Presencial,"$19,000",C,9639587,No
PRESLEY,PAREDES,PRESLEY PAREDES,F,Desarrollador de software I,Semi,25,"Touluse, Francia",Presencial,"$15,000",O,9384500,No
KAMILA,QUEZADA,KAMILA QUEZADA,F,Ingeniero de software I,Semi,28,"Touluse, Francia",Presencial,"$18,000",S,9835677,Si
ZARA,CARMONA,ZARA CARMONA,F,Analista de Software,Junior,24,"Ginebra, Suiza",Hibrido,"$13,000",S,8854519,No
AMY,LEYVA,AMY LEYVA,F,Especialista de Software,Junior,29,"Ginebra, Suiza",Teletrabajo,"$11,000",C,9619319,Si
KAYLA,HINOJOSA,KAYLA HINOJOSA,F,Desarrollador de software I,Junior,19,"Zurich, Suiza",Teletrabajo,"$10,000",O,9135476,No
PAYTON,ROSADO,PAYTON ROSADO,F,Ingeniero de software II,Junior,28,"Ginebra, Suiza",Presencial,"$10,000",S,8913658,Si
RUTH,VIGIL,RUTH VIGIL,F,Ingeniero de software II,Junior,21,"Lyon, Francia",Hibrido,"$13,000",O,9287808,No
ALANI,VARELA,ALANI VARELA,F,Ingeniero de software II,Junior,18,"Zurich, Suiza",Presencial,"$10,000",S,9688762,Si
ANNABELLE,YANEZ,ANNABELLE YANEZ,F,Desarrollador de software I,Junior,22,"Lyon, Francia",Teletrabajo,"$6,000",O,9525133,No
ASPEN,BERMUDEZ,ASPEN BERMUDEZ,F,Analista de Software,Junior,24,"Zurich, Suiza",Presencial,"$12,000",O,9857265,Si
LAILA,ROMO,LAILA ROMO,F,Desarrollador de software II,Junior,29,"Lyon, Francia",Hibrido,"$11,000",O,8941564,No
LILA,AVILES,LILA AVILES,F,Desarrollador de software II,Junior,29,"Ginebra, Suiza",Teletrabajo,"$13,000",S,9384949,No
RACHEL,MONTANO,RACHEL MONTANO,F,Desarrollador de software I,Junior,22,"Touluse, Francia",Teletrabajo,"$10,000",S,9402342,Si
TRINITY,NIETO,TRINITY NIETO,F,Ingeniero de software II,Junior,21,"Touluse, Francia",Presencial,"$11,000",C,8709165,No
